;;;;;;;;;;;;;
IZDELEK-ime;IZDELEK-id;KOLIÈINA;CENA;VRSTA-ime;VRSTA-id;TRGOVINA-ime;TRGOVINA-id;TRGOVINA-naslov;PODJETJE-ime;PODJETJE-id;PODJETJE-naslov;PODJETJE-tel.št.;
Leskovaèki èevapèièi;M573;480g;4,89 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Panvita Agromerkur d.o.o.;319;Industrijska ulica 8, 9000 Murska Sobota, Slovenija;02 543 92 60;
narezek pršut;M576;100g;1,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
Krpanove hrenovke;M579;300g;2,39 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mesnine dežele kranjske d.d.;247;Agrokombinatska 63, 1000 Ljubljana;01 547 24 02;
Kranjska klobasa;M582;230g;2,79 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Èadež d.o.o.;152;Visoko 7g, 4212 Visoko, Slovenija;04 201 34 70;
narezek mortadela;M585;100g;0,69 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
pišèanèje kraèe;M588;500g;3,89 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;397;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00;
mleto mešano meso;M591;450g;1,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
mini hrenovke Pepe;M594;100g;0,65 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;397;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00;
narezek mortadela z olivami;M597;150g;1,49;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;PIK Vrbovec d.d.;215;Zagrebaèka ulica 148, 10340 Vrbovec, Hrvaška;385 1 2794 777;
svnijski kare brez kosti;M600;480g;3,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
mlado goveje mleto meso;M603;420g;2,39 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
hrenovke Golica s sirom;M606;200g;2,09 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;397;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00;
pišèanèja fit nabodala Piknik;M609;400g;4,79 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;397;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00;
pišèanèje prsi v ovitku;M612;400g;3,19 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
hrenovke Golica;M615;200g;1,89 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;397;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00;
Narezek kraški pršut;M618;100g;3,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;KRAS d.o.o.;852;Šepulje 31, 6210 Sežana;05 73 10 300;
pišèanèje kraèe;M621;500g;3,29 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Pivka perutninarstvo d.d.;445;Kal 1, 6257 Pivka, Slovenija;05 703 10 00;
peèena hamburška slanina;M624;350g;2,49 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
narezek grajska salama;M627;100g;1,79 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Panvita Agromerkur d.o.o.;319;Industrijska ulica 8, 9000 Murska Sobota, Slovenija;02 543 92 60;
pišèanèje hrenovke;M630;210g;1,19 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
pišèanèja bedra;M633;550g;2,19 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
pišèanèje hrenovke Poli;M636;330g;2,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;397;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00;
domaèe peèenice;M639;450g;3,29 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Panvita Agromerkur d.o.o.;319;Industrijska ulica 8, 9000 Murska Sobota, Slovenija;02 543 92 60;
narezek peèena mesna slanina;M642;100g;1,39 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Panvita Agromerkur d.o.o.;319;Industrijska ulica 8, 9000 Murska Sobota, Slovenija;02 543 92 60;
èevapèièi;M645;480g;2,59 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
pišèanèji ražnjièi Piknik;M648;400g;5,29 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;397;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00;
narezek pršut;M651;500g;7,69 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
narezek peèen pršut;M654;100g;2,69 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;KRAS d.o.o.;852;Šepulje 31, 6210 Sežana;05 73 10 300;
peèenice Anton;M657;480g;35,90 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Meso Kamnik d.d.;524;Korenova cesta 9, 1241 Kamnik, Slovenija;01 831 05 73;
èajna klobada z'dežele;M660;560g;5,79 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Celjske mesnine d.d.;664;Cesta v Trnovlje 17, 3000 Celje, Slovenija;03 42 55 201;
pišèanèje prsi s poprom;M663;100g;1,39 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;397;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00;
pišèanèji èevapèièi;M666;400g;3,69 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Pivka perutninarstvo d.d.;445;Kal 1, 6257 Pivka, Slovenija;05 703 10 00;
pišèanèje prsi Slim&fit;M669;500g;6,29 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;397;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00;
mleto mešano meso;M672;450g;2,29 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
Kamniški odšèipanci Anton;M675;400g;3,49 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Meso Kamnik d.d.;524;Korenova cesta 9, 1241 Kamnik, Slovenija;01 831 05 73;
pišèanèje peruti;M678;500g;2,29 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
narezek kmeèka salama;M681;100g;1,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
posebna pišèanèja salama;M684;400g;1,79 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
Sarajevski èevapèièi;M687;480g;4,89 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Panvita Agromerkur d.o.o.;319;Industrijska ulica 8, 9000 Murska Sobota, Slovenija;02 543 92 60;
narezek pišèanèje prsi;M690;100g;0,89 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Panvita Agromerkur d.o.o.;319;Industrijska ulica 8, 9000 Murska Sobota, Slovenija;02 543 92 60;
narezek panceta;M693;100g;1,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
svinjski file;M696;1kg;9,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
pišèanèja nabodala;M699;400g;5,29 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Pivka perutninarstvo d.d.;445;Kal 1, 6257 Pivka, Slovenija;05 703 10 00;
Kranjska klobasa, Arvaj;M702;1kg;11,69 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Loške mesnine d.o.o.;537;Kidrièeva cesta 63a, 4220 Škofja Loka, Slovenija;04 51 30 301;
salama šunkarica;M705;500g;2,59 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Celjske mesnine d.d.;664;Cesta v Trnovlje 17, 3000 Celje, Slovenija;03 42 55 201;
pišèanèje hrenovke;M708;500g;2,69 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Panvita Agromerkur d.o.o.;319;Industrijska ulica 8, 9000 Murska Sobota, Slovenija;02 543 92 60;
mini ljubljanska salama;M711;400g;1,29 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
salama Poli;M714;150g;1,69 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;397;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00;
narezek Kraljica mortadela;M717;150g;1,69 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Celjske mesnine d.d.;664;Cesta v Trnovlje 17, 3000 Celje, Slovenija;03 42 55 201;
posebna salama klasik Jata;M720;500g;2,79 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;397;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00;
domaèa suha salama z'dežele;M723;500g;7,19 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Celjske mesnine d.d.;664;Cesta v Trnovlje 17, 3000 Celje, Slovenija;03 42 55 201;
narezek èajna klobasa;M726;100g;1,79 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;PIK Vrbovec d.d.;215;Zagrebaèka ulica 148, 10340 Vrbovec, Hrvaška;385 1 2794 777;
pišèanèje pleskavice;M729;400g;3,69 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Pivka perutninarstvo d.d.;445;Kal 1, 6257 Pivka, Slovenija;05 703 10 00;
klobasa za kuhanje;M732;1kg;5,39 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
Mini pašteta Pepe;M735;50g;0,45 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;397;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00;
Mini šunka v ovitku;M738;400g;3,89 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Panvita Agromerkur d.o.o.;319;Industrijska ulica 8, 9000 Murska Sobota, Slovenija;02 543 92 60;
jetrna pašteta;M741;250g;1,29 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Panvita Agromerkur d.o.o.;319;Industrijska ulica 8, 9000 Murska Sobota, Slovenija;02 543 92 60;
domaèa salama z'dežele;M744;120g;2,89 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Celjske mesnine d.d.;664;Cesta v Trnovlje 17, 3000 Celje, Slovenija;03 42 55 201;
Narezek mortadela;M747;100g;1,79 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;KRAS d.o.o.;852;Šepulje 31, 6210 Sežana;05 73 10 300;
mini Poli salama z vrtninami;M750;220g;1,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;397;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00;
pršut brez kosti v kosu;M753;1kg;9,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;KRAS d.o.o.;852;Šepulje 31, 6210 Sežana;05 73 10 300;
domaè pišèanec za peko;M756;1kg;4,79 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;397;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00;
Kranjska klobasa z'dežele;M759;460g;5,19 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Celjske mesnine d.d.;664;Cesta v Trnovlje 17, 3000 Celje, Slovenija;03 42 55 201;
delikatesni ocvirki;M762;210g;3,19 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Kodila d.o.o;845;Markišavci 44, 9000 Murska Sobota;02 522 36 00;
mini ogrska salama;M765;1kg;11,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
pišèanèji medaljoni, zaèinjeni;M768;400g;2,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Pivka perutninarstvo d.d.;445;Kal 1, 6257 Pivka, Slovenija;05 703 10 00;
domaèa suha salama;M771;500g;5,49 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
puranji file brez kosti;M774;1kg;5,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;397;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00;
mini kuhana šunka;M777;400g;3,09 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mesnine dežele kranjske d.d.;247;Agrokombinatska 63, 1000 Ljubljana;01 547 24 02;
mini kmeèka salama;M780;350g;4,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
pašteta Classic;M783;150g;2,35 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Kodila d.o.o;845;Markišavci 44, 9000 Murska Sobota;02 522 36 00;
gorenjska zaseka, Arvaj;M786;300g;2,69 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Loške mesnine d.o.o.;537;Kidrièeva cesta 63a, 4220 Škofja Loka, Slovenija;04 51 30 301;
domaèi ocvirki;M789;250g;3,29 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;MESARIJA KRAGELJd.o.o.;497;Sela pri Volèah 2, 5220 Tolmin, Slovenija;031 753 160;
Hamburška slanina, Bohinija;M792;330g;8,69 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Loške mesnine d.o.o.;537;Kidrièeva cesta 63a, 4220 Škofja Loka, Slovenija;04 51 30 301;
Suha domaèa klobasa, Bohinija;M795;1kg;15,19 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Loške mesnine d.o.o.;537;Kidrièeva cesta 63a, 4220 Škofja Loka, Slovenija;04 51 30 301;
eko hrenovke;M798;270g;4,29 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Èadež d.o.o.;152;Visoko 7g, 4212 Visoko, Slovenija;04 201 34 70;
narezek kulen;M801;100g;2,29 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;PIK Vrbovec d.d.;215;Zagrebaèka ulica 148, 10340 Vrbovec, Hrvaška;385 1 2794 777;
delikatesni ocvirki;M804;220g;2,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
zaseka s prekajenim mletim mesom;M807;150g;1,49 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Panvita Agromerkur d.o.o.;319;Industrijska ulica 8, 9000 Murska Sobota, Slovenija;02 543 92 60;
mladi goveji kuhani vampi;M810;700g;3,59 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
svinjski vrat s kostjo;M813;480g;2,49 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
puranji medaljoni;M816;400g;4,79 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;397;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00;
pišèanec za peko;M819;1kg;6,19 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Pivka perutninarstvo d.d.;445;Kal 1, 6257 Pivka, Slovenija;05 703 10 00;
svinjski kare v zelišèni marinadi;M822;400g;2,79 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
svinjski vrat brez kosti, v zrezkih;M825;500g;2,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
Tirolska salama;M828;600g;3,49 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mesnine dežele kranjske d.d.;247;Agrokombinatska 63, 1000 Ljubljana;01 547 24 02;
Bohinjska zaseka, Bohinija;M831;500g;4,39 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Loške mesnine d.o.o.;537;Kidrièeva cesta 63a, 4220 Škofja Loka, Slovenija;04 51 30 301;
peèena pišèanèja šunka;M834;350g;5,19 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Pivka perutninarstvo d.d.;445;Kal 1, 6257 Pivka, Slovenija;05 703 10 00;
prekajena šunka;M837;1kg;8,29 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
domaèa mast;M840;950g;2,49 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
narezek kmeèka klobasa;M843;100g;2,09 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Panvita Agromerkur d.o.o.;319;Industrijska ulica 8, 9000 Murska Sobota, Slovenija;02 543 92 60;
eko mleto teleèje meso;M846;1kg;17,79 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;INTER MARKETING d.o.o;547;Dunajska cesta 103, 1000 Ljubljana;01 360 33 40;
puranji file;M849;1kg;12,19 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;397;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00;
hamburška slanina z'dežele;M852;1kg;9,19 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Celjske mesnine d.d.;664;Cesta v Trnovlje 17, 3000 Celje, Slovenija;03 42 55 201;
štajerski pišèanec z buènimi semeni;M855;1kg;5,79 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;397;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00;
èevapèièi Anton;M858;480g;4,19 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Meso Kamnik d.d.;524;Korenova cesta 9, 1241 Kamnik, Slovenija;01 831 05 73;
dimljeno zorjeno stegno v kosu;M861;1kg;10,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
zaseka s èesnom;M864;150g;1,49 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Panvita Agromerkur d.o.o.;319;Industrijska ulica 8, 9000 Murska Sobota, Slovenija;02 543 92 60;
dimljeno pleèe s kožo;M867;1kg;6,69 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;PIK Vrbovec d.d.;215;Zagrebaèka ulica 148, 10340 Vrbovec, Hrvaška;385 1 2794 777;
pišèanèji kebab;M870;500g;4,89 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;397;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00;
svnijsko pleèe;M873;1kg;4,49 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
pišèanec z drobovino;M876;1kg;5,89 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;397;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00;
mini mesni narezek;M879;400g;3,29 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;KRAS d.o.o.;852;Šepulje 31, 6210 Sežana;05 73 10 300;
svinjski zrezki;M882;500g;4,69 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Panvita Agromerkur d.o.o.;319;Industrijska ulica 8, 9000 Murska Sobota, Slovenija;02 543 92 60;
eko pišèanèja bedra;M885;1kg;13,49 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;INTER MARKETING d.o.o;547;Dunajska cesta 103, 1000 Ljubljana;01 360 33 40;
steak brez kosti;M888;1kg;36,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Kodila d.o.o;845;Markišavci 44, 9000 Murska Sobota;02 522 36 00;
eko pišèanèje kraèe;M891;1kg;13,59 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;INTER MARKETING d.o.o;547;Dunajska cesta 103, 1000 Ljubljana;01 360 33 40;
svinjski vrat brez kosti;M894;1kg;10,79 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Kmetijsko gozdarska zadruga Idrija;;Vojkova ulica 1, 5280 Idrija;05 374 32 51;
puranje prekajeno stegno;M897;1kg;9,29 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;397;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00;
puranji file;M900;1kg;5,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;397;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00;
puranje mleto meso;M903;550g;5,49 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;397;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00;
Mortadela Anton;M906;1kg;11,79 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Loške mesnine d.o.o.;537;Kidrièeva cesta 63a, 4220 Škofja Loka, Slovenija;04 51 30 301;
